#timestamp x y z q_x q_y q_z q_w
1695265377.632378 -0.048377330027914 -0.020533668150588 0.028212031982454 0.000934824158251 -0.000147782190029 -0.000241748400400 0.999999522910850
1695265377.732217 -0.056901292061052 -0.021557195189141 0.029524744309873 -0.000031044865308 -0.000064330993995 -0.000086267251853 0.999999993727850
1695265377.832056 -0.063172614893580 -0.025311592006606 0.032907057776605 -0.000082712655252 0.000166375692565 0.000303253744339 0.999999936757454
1695265377.931903 -0.064304212621451 -0.025275540710424 0.032380589571534 0.000070772372545 0.000090140133902 0.000118448730407 0.999999986417962
1695265378.031746 -0.060796944412038 -0.022561337093658 0.031097630905157 0.000066157609461 0.000048596698566 -0.000041443733095 0.999999995771973
1695265378.132403 -0.054979368886621 -0.020895695508520 0.030928356486397 -0.000372604358247 0.000117075676836 -0.000025594598064 0.999999923402093
1695265378.232249 -0.052231215656408 -0.020456303234490 0.030448362390335 -0.000606042948470 0.000130907375936 -0.000025450430202 0.999999807463720
1695265378.332093 -0.052909917253372 -0.019745576064135 0.028685154459141 -0.000323643041787 0.000004043992994 -0.000048419397844 0.999999946447192
1695265378.431940 -0.054179340682502 -0.019820419050149 0.029270683571878 0.000158862377218 0.000088277836768 -0.000131444630177 0.999999974846037
1695265378.531789 -0.055463405555227 -0.020103990379308 0.031205129659451 -0.000151367968946 0.000130616812100 -0.000097095318148 0.999999975299741
1695265378.632425 -0.056037582473316 -0.021767005770894 0.032341816404122 0.000214817639853 0.000115382115649 -0.000018106588044 0.999999970106248
1695265378.732266 -0.056651355671358 -0.022332025817390 0.031670255967756 -0.000158141030847 0.000129350753595 -0.000027920532620 0.999999978740119
1695265378.832113 -0.056752826025721 -0.023441587842163 0.030821184046099 0.000041720425974 -0.000012860561350 0.000123485489515 0.999999991422672
1695265378.931950 -0.057087525233999 -0.022187337013735 0.031881047601745 -0.000459418342141 0.000198244012577 -0.000064835304442 0.999999872715231
1695265379.031780 -0.056398350257566 -0.022067275303887 0.029498715363762 -0.000260184490964 -0.000126676146784 0.000010941137486 0.999999958068735
1695265379.132426 -0.056380864008836 -0.021391753933476 0.030058256688449 -0.000226747741204 0.000144654815798 -0.000009893710579 0.999999963781278
1695265379.232261 -0.056408873455887 -0.022031982935781 0.030522645399437 -0.000130431662011 0.000128522472780 0.000035181967783 0.999999982615890
1695265379.332118 -0.055534662782276 -0.023036077191282 0.030402463026744 -0.000055821252027 0.000093480651484 0.000090813296063 0.999999989949149
1695265379.431956 -0.054914335716903 -0.021095778396265 0.028931163727875 -0.000297192332393 -0.000071778336250 -0.000154601359319 0.999999941311500
1695265379.531802 -0.054642977554551 -0.020440099488297 0.027016104219572 -0.000273453103359 -0.000075091877454 -0.000031892113501 0.999999959283749
1695265379.632050 -0.054279982566258 -0.022035707812536 0.028163104684749 -0.000119483049385 0.000013884948866 0.000083094956015 0.999999989313116
1695265379.731887 -0.056029299940633 -0.021689797643224 0.029516825081358 -0.000394343534284 0.000055535757281 -0.000009908415130 0.999999920655384
1695265379.831722 -0.056842487183607 -0.021751418475816 0.031735278644476 -0.000199477571413 0.000099927354480 -0.000031051192312 0.999999974629520
1695265379.932371 -0.056738331120863 -0.020256677210070 0.027822607404769 0.000538524550640 0.003075819582502 0.000467861742021 0.999995015202871
1695265380.032213 -0.058298967088797 -0.022643836598046 0.026441491321612 0.001221291406533 0.004176163264999 -0.000515792851788 0.999990400986636
1695265380.132046 -0.060746693867919 -0.022773090590196 0.027230952591271 0.000767538157434 0.003945293846745 -0.001238784747320 0.999991155437879
1695265380.231895 -0.062669878936568 -0.023960168701894 0.026472893461735 0.001068286423480 0.004527692368168 -0.000769893081144 0.999988882953493
1695265380.331739 -0.067541485094300 -0.024553641199624 0.024840456638760 0.001831586737241 0.003466356094433 0.000360387879339 0.999992249862979
1695265380.432387 -0.072485518387366 -0.026941925302736 0.025006483171108 0.002663261911817 0.002805126152426 -0.000401119993239 0.999992438674415
1695265380.532232 -0.074875510661892 -0.027918138054759 0.023610908113110 0.003232538932294 0.003518056494176 -0.001492873109586 0.999987472571746
1695265380.632077 -0.078271606386509 -0.030341177516072 0.022168849571325 0.003222863137411 0.002839402209852 -0.002498295662487 0.999987654657329
1695265380.731921 -0.081386942001287 -0.028605928055496 0.021762974077553 0.002460859784445 0.002397312980598 -0.002537879623232 0.999990878071698
1695265380.831753 -0.082842740132633 -0.025297015675814 0.022254090123834 0.002236758263492 0.003550728947857 -0.001524364852212 0.999990032724427
1695265380.932376 -0.086616359095535 -0.023123113401749 0.023276669094211 0.002035987437136 0.003065446087348 0.000149031755160 0.999993217769486
1695265381.032210 -0.088734179557053 -0.022428335547926 0.024446944029588 0.002786933356462 0.003117960567658 0.000038855000200 0.999991254869084
1695265381.132039 -0.089862754079674 -0.024483754264676 0.022240424621975 0.002624880457012 0.003784909341826 -0.001092583324975 0.999988795299992
1695265381.231886 -0.093550020796861 -0.026266676458533 0.021411120105359 0.002712700648364 0.003188644542702 -0.002467170848062 0.999988193364887
1695265381.331721 -0.094949541061045 -0.025252566926166 0.023112283934961 0.001850038316993 0.002972021080716 -0.002347175543920 0.999991117568490
1695265381.432356 -0.096164523730110 -0.024011963937573 0.020942784904464 0.002138473456725 0.003685652086480 -0.001121850303585 0.999990292128808
1695265381.532194 -0.100398071296217 -0.020499013975332 0.020460834834802 0.001436502544840 0.003265110287809 0.000371870859946 0.999993568592969
1695265381.632024 -0.102244568024453 -0.019898223158891 0.021637154893377 0.001849738555296 0.003258906346932 0.000036197356979 0.999992978318568
1695265381.731884 -0.103766452718204 -0.022023651897223 0.020309835413463 0.002280892805188 0.003335349594859 -0.001462390816717 0.999990767149467
1695265381.831737 -0.108595702746559 -0.024910152026205 0.021607884499992 0.002264696421591 0.002827648367655 -0.002706776172850 0.999989774406502
1695265381.932365 -0.111397818564194 -0.024830343131604 0.020283279006332 0.001845854007046 0.002383116983845 -0.002644172357361 0.999991960932167
1695265382.032202 -0.113326817517348 -0.023971282735576 0.017699502881268 0.002230470323373 0.002908928356640 -0.001594416399580 0.999992010455227
1695265382.132040 -0.116702132722497 -0.023053719937587 0.019469403940562 0.002425149213680 0.002479195708777 -0.000440354894557 0.999993889145070
1695265382.231888 -0.119819101421634 -0.024488272926437 0.022632256537962 0.003696942832273 0.002394770910985 -0.001149278275638 0.999989638369025
1695265382.331743 -0.120953439693454 -0.023623356899829 0.019427680407878 0.002212460584116 0.002702992994820 -0.002511422161488 0.999990745760054
1695265382.432381 -0.124814914355175 -0.025871356141454 0.020128365012249 0.002538157810113 0.002642139117099 -0.003716936515276 0.999986380526628
1695265382.532219 -0.126214667951955 -0.025879220330530 0.020469544825685 0.002118410180278 0.002839414969187 -0.003487862758489 0.999987642360798
1695265382.632061 -0.127144238265428 -0.022097261560851 0.017432554231157 0.002313625272860 0.002873233077795 0.000004172101823 0.999993195803031
1695265382.731896 -0.127919242878604 -0.009196674362725 0.015111157796822 0.002975778323943 0.002767937693332 0.018081715040073 0.999828252674173
1695265382.831741 -0.130694452256056 0.005292674389105 0.014275799178299 0.005356354480806 0.002207538373318 0.039696072719573 0.999195005017357
1695265382.932371 -0.133431650673816 0.020391646411245 0.018259703656983 0.003880009037259 0.001187549613220 0.059804120755533 0.998201884588700
1695265383.032229 -0.138870940645094 0.035521337443118 0.021099345043542 0.002847531001054 -0.000642468968960 0.078964592680736 0.996873147348034
1695265383.132063 -0.145006684885012 0.053577752353277 0.019246417194346 0.003013467410543 -0.001391731324131 0.099921473974310 0.994989789463629
1695265383.231904 -0.147452647985435 0.072432659546795 0.015411609949182 0.002840683751845 0.000516261217480 0.124829002820875 0.992174069427794
1695265383.331748 -0.150660290632398 0.092978436526638 0.013223303822173 0.001508046140741 0.001397913630013 0.148424643142540 0.988921582807411
1695265383.432389 -0.156879399557534 0.113032528068115 0.017709626740361 -0.001003027192345 0.001468573178803 0.170206231388069 0.985406858117968
1695265383.532233 -0.164566175998689 0.125915968130621 0.024702698336934 -0.001873560566762 -0.001785080169537 0.190906061115841 0.981604899686637
1695265383.632074 -0.175108594745207 0.134411053333789 0.030250401938480 -0.002780119563044 -0.004211181039431 0.211325060095930 0.977402811467670
1695265383.731920 -0.185284567042658 0.145684796342169 0.032051799712215 -0.002863107175098 -0.005021983086145 0.233896550089901 0.972244303742230
1695265383.831757 -0.193632576585544 0.156369590813689 0.031375609449621 -0.000373419675713 -0.003076304085701 0.258709525162345 0.965950194627641
1695265383.932392 -0.206950310361989 0.164373610882108 0.026928417945439 -0.002534686759417 -0.005198531688662 0.281716583251977 0.959480232913702
1695265384.032239 -0.219986089589245 0.165590451954683 0.026070294530196 -0.000458410933940 -0.007218804856349 0.302413282965285 0.953149455752877
1695265384.132071 -0.227309981477082 0.170571653118950 0.027265763745966 -0.000455271912453 -0.009915699886717 0.321465085495888 0.946869405161213
1695265384.231912 -0.235606754071334 0.177428825341260 0.028058410271602 -0.000738021104996 -0.010660580584872 0.341062672826515 0.939979819225317
1695265384.331764 -0.239804437632264 0.186114948127717 0.026843854898443 0.002289939484611 -0.011962160279709 0.362569996466876 0.931876955697797
1695265384.431914 -0.244329550699736 0.190745745280546 0.022727002078023 0.003282425224936 -0.010310096698454 0.386040096145253 0.922418544782606
1695265384.532253 -0.256192288759829 0.192533533451669 0.020404991832316 0.003562094280665 -0.011855334729430 0.408184192975866 0.912815658896918
1695265384.632087 -0.269367611315308 0.191895760355267 0.020944857781622 0.003786334829701 -0.013350068569423 0.427720672877545 0.903804439760568
1695265384.731935 -0.277777105137417 0.193777390569671 0.022208493807165 0.004155435450166 -0.016308641480495 0.446132488066633 0.894808674332532
1695265384.831716 -0.282430350337993 0.194273982336983 0.025101518844162 0.004762935794519 -0.016781635274800 0.464899507828603 0.885191583094207
1695265384.932411 -0.288180199624409 0.197684428362796 0.030240302536777 0.005956408255861 -0.016274221795398 0.485992940982067 0.873790897309666
1695265385.032234 -0.298630527853012 0.200681097043843 0.029554407015095 0.007320127553552 -0.016208905732644 0.507867788767437 0.861251412910312
1695265385.132064 -0.311950808353175 0.200681727706160 0.033560784709936 0.008410826855024 -0.016054009172033 0.527683801935026 0.849247509243625
1695265385.231898 -0.322527371201690 0.198177584990734 0.035367569817452 0.009290423597534 -0.016301485518900 0.545342420573976 0.838003337655500
1695265385.331738 -0.331458390380056 0.199240067304141 0.039411624104221 0.007635387076606 -0.019202982473122 0.562182876272533 0.826754715713346
1695265385.432373 -0.341038746185776 0.201300045465309 0.041298172607625 0.008481311202897 -0.020036424194101 0.580033758974497 0.814301815984525
1695265385.532194 -0.353061035298170 0.207974318016569 0.044971815946959 0.009072887189502 -0.019706890058861 0.597728529525958 0.801404970157396
1695265385.632047 -0.370306299371659 0.215624529207379 0.039701669722102 0.007739166335739 -0.020113740407302 0.616327168467810 0.787195251611500
1695265385.731873 -0.387699042236820 0.214822583915674 0.038522776689043 0.010060185142887 -0.019186388305573 0.633317870989721 0.773588488450877
1695265385.832109 -0.405414969198122 0.211285500209884 0.042027354372224 0.010743301728281 -0.019780929422615 0.650498705453771 0.759173715629108
1695265385.931959 -0.422551464110590 0.211036654238358 0.046097920408123 0.009639310115666 -0.022470848150664 0.665498000418974 0.745999032252868
1695265386.031775 -0.437503951189414 0.210718463549306 0.050361627578110 0.010114031046042 -0.023534434839482 0.680251305036975 0.732531227148893
1695265386.132442 -0.450128320300027 0.212955224244825 0.050323428236164 0.010613053730240 -0.023602332609273 0.696291593321814 0.717292346296316
1695265386.232292 -0.457278768362576 0.209479604523053 0.052326936323925 0.012214564772830 -0.018818867600374 0.714836781050168 0.698931349338022
1695265386.332135 -0.465843442339342 0.201047306872531 0.054480849509289 0.013649015198026 -0.018921331246434 0.729777446440816 0.683286591610207
1695265386.431968 -0.470642146773574 0.191752016949235 0.059271253385593 0.009024395812580 -0.022738630184821 0.744209118425853 0.667498541593414
1695265386.531815 -0.483905021568352 0.190090517133617 0.057822394778266 0.007112057746773 -0.032932949267292 0.756438488912385 0.653196488033346
1695265386.632061 -0.498158996036402 0.188424580679415 0.061028104766953 0.007981996097725 -0.029496904680806 0.769740651704403 0.637624928516923
1695265386.731898 -0.513594847575196 0.189859494168993 0.062698575301613 0.009950494368281 -0.027018812702116 0.784011968913185 0.620077579035760
1695265386.831739 -0.528158899376761 0.186701126269044 0.053857633447485 0.014322596172797 -0.024645869361754 0.799390100664164 0.600135744079950
1695265386.932369 -0.526333328483647 0.175736868519964 0.040087579217036 0.017071405651602 -0.026241949095561 0.813608679419010 0.580569413585304
1695265387.032231 -0.525324453210242 0.163251313668384 0.030496602726489 0.019154202807659 -0.028419972196969 0.825269864612507 0.563697678066502
1695265387.132073 -0.534665542859639 0.156121544824260 0.024237183291677 0.020496227551952 -0.031572669914465 0.836188040996155 0.547149551096963
1695265387.231922 -0.531542487110336 0.152512145312045 0.017054606152830 0.021528469988310 -0.032352575861954 0.847267592746149 0.529742826376337
1695265387.331757 -0.528128379562264 0.152178481393487 0.011926783407244 0.022930725370477 -0.030802304514768 0.859170954622879 0.510245696310080
1695265387.432403 -0.515980108504304 0.144545577030388 0.004074564347184 0.025717337953478 -0.025776593277392 0.871736765366282 0.488619686132595
1695265387.532255 -0.516441554069929 0.129013793555886 0.004957566421613 0.026409942894391 -0.025369285872644 0.883256033241333 0.467458761810490
1695265387.632103 -0.516730407318880 0.117083915591099 0.008863289007956 0.027214311931170 -0.027195035864136 0.892995811031174 0.448417542845083
1695265387.731945 -0.519954465363191 0.110717377312086 0.011664148597954 0.026732265865218 -0.029949204043124 0.901560170992144 0.430787289992982
1695265387.831789 -0.524821308406136 0.107180435370936 0.013650110170414 0.027429738283175 -0.031357475772108 0.909840783561188 0.412860832169472
1695265387.932435 -0.532223379817153 0.105170112049775 0.011966159426499 0.028752379697254 -0.029772309929697 0.919211238599617 0.391583463715386
1695265388.032290 -0.542601536938730 0.097585390459828 0.008818259350374 0.030448270413466 -0.026080105012792 0.929115469051174 0.367610087077534
